"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","LoggerTemp","External Voltage","Channel01","Channel02","Channel03","Channel04","Channel05","Channel06","Channel07","Channel08","InlineAcc","LateralAcc","VerticalAcc","Luminosity","L MOTOR SPEED","R MOTOR SPEED","L Motor Torque","R Motor Torque","Battery Volt","Battery Current","Battery Soc","Motor Ineff Flag","EBS Ineff Type","EBS Error Type","AS State Flag","R2D Flag dup 1","Motor Algorithm","RES State Flag","EBS State Flag","AMI Task Flag","State Flag","EBS Trig Latch","Drive State Flag","HV Flag dup 1","EBS Error Flag","EBS Ineff Flag","GC Lost Flag","ASB Ready Flag","Motor Error Info","Steer Offset Fla","Steer Motor Pst","Brake Pst","Acc-1","Acc-2","Ave Acc","Ave Brake","Ave Steer","Steer Sense","EBS Gas","Brake Gas","Brake Sense","IGBT Temp L","Motor Temp L","Motor Temp R","Inverter Temp L","Inverter Temp R","VehSpd","GYRO Z","AGX Finish Flag","AGX Speed","Steer AGX Pst","AGX Target dece","AGX End Flag","AGX Ready Flag","AGX Brake Flag","Distance on GPS Speed"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","°C","V","mV","mV","mV","mV","mV","mV","mV","mV","g","g","g","%","rpm","rpm","Nm","Nm","V","A","%","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","%","%","#","#","deg","#","#","#","#","#","#","#","#","#","km/h","deg/s","#","km/h","#","#","#","#","#","m"

"56.700","13.2479","10","0.0630","0.0050","-3.9389","87.2339","9.5381","-0.4376","15.9000","0.1500","22.1059","23.07719130","113.53020764","45.2479","11.3131","-83.3875","-85.3500","-83.8750","-85.0875","-86.0250","-85.7750","-84.8625","-86.6750","0.5801","0.5532","-2.0410","117.6250","2214.1370","2186.1685","0.9738","0.9472","547.2000","1.7890","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","14.5208","25.0000","0.0000","0.0000","10.0000","2375.5625","465.1263","2512.0000","958.2526","29.0000","7.0000","7.0000","27.0000","26.0000","13.8005","1.0684","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","191.6592"
"56.750","13.3270","10","0.0540","0.0020","-3.8050","89.1475","8.1686","-0.4361","15.9000","0.1500","25.9660","23.07719104","113.53020950","45.2349","11.3197","-83.5625","-84.2750","-84.3500","-85.0125","-85.1875","-85.7625","-84.5375","-86.7375","0.5947","0.5498","-2.0439","117.6250","2208.0000","2150.6001","0.9957","0.9408","547.1727","1.7668","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15.0000","25.2872","0.0000","0.0000","10.2872","2380.7341","465.6526","2512.0000","959.3052","29.0000","7.0000","7.0000","27.0000","26.0000","13.7558","1.6414","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","191.8438"
"56.800","13.4172","9","0.0414","0.0024","-3.6841","90.3086","6.2637","-0.4381","15.9000","0.1512","34.0917","23.07719084","113.53021136","45.2219","11.3264","-84.1875","-84.1750","-83.7875","-85.8500","-86.6000","-86.1000","-85.2875","-86.6000","0.5903","0.5596","-2.1270","117.6250","2215.8948","2199.5474","1.0112","0.9408","547.0674","1.6816","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15.0000","25.8191","0.0000","0.0000","10.8191","2387.6489","465.4632","2512.0000","958.9263","29.0000","7.0000","7.0000","27.0000","26.0000","13.6610","0.0572","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","192.0291"
"56.850","13.5429","9","0.0176","0.0135","-3.6044","89.0869","2.6636","-0.4513","15.9000","0.1562","80.9222","23.07719079","113.53021322","45.1990","11.3229","-82.9125","-85.1500","-84.4750","-85.5625","-86.4500","-86.1375","-84.5000","-85.9625","0.5710","0.5361","-2.1523","117.6052","2215.4526","2201.5054","1.0093","0.9482","547.0379","1.6287","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","14.6562","26.0000","0.0000","0.0000","11.0000","2390.3438","463.8842","2512.0000","955.7684","29.0000","7.0000","7.0000","27.0000","26.0000","13.6080","-0.7073","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","192.2160"
"56.900","13.6287","9","-0.0002","0.0199","-3.5355","88.2413","-0.0246","-0.4635","15.9000","0.1588","8816.8867","23.07719074","113.53021506","45.1729","11.3163","-83.1125","-84.9750","-84.2375","-85.7875","-87.0625","-85.6250","-85.2500","-86.0625","0.6177","0.5220","-2.0527","117.5792","2205.9790","2152.5579","0.9887","0.9637","547.1432","1.6334","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","14.1354","26.0000","0.0000","0.0000","11.0000","2390.8645","463.6947","2511.7683","954.4631","29.0000","7.0000","7.0000","27.0000","26.0000","13.6080","-0.4283","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","192.4044"
"56.950","13.5879","9","0.0012","0.0114","-3.5008","88.5867","0.1752","-0.4724","15.9000","0.1538","1234.6127","23.07719068","113.53021690","45.1562","11.3144","-83.6500","-84.7250","-83.1750","-85.4750","-86.3500","-86.1500","-85.2500","-86.6250","0.5938","0.5242","-2.1064","117.5719","2194.9790","2150.3157","0.9800","0.9762","547.2000","1.6360","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","14.3936","25.2128","0.0000","0.0000","11.3936","2394.1489","465.2737","2511.2422","955.5158","29.0000","7.0000","7.0000","27.0000","26.0000","13.5671","-0.1352","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","192.5934"
"57.000","13.5299","9","-0.0004","0.0031","-3.4748","88.9103","-0.0581","-0.4827","15.9000","0.1500","3704.1270","23.07719061","113.53021871","45.1562","11.3211","-83.7000","-84.5375","-83.6875","-85.2750","-86.6250","-86.1625","-84.5875","-87.5000","0.5225","0.4917","-2.2129","117.5979","2182.8738","2181.8948","0.9800","0.9865","547.2000","1.6360","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","14.9255","24.1489","0.0000","0.0000","11.9255","2398.4043","465.7158","2511.0000","955.4316","29.0000","7.0000","7.0000","27.0000","26.0000","13.4913","0.1701","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","192.7820"
"57.050","13.4175","9","-0.0111","-0.0041","-3.4761","89.1653","-1.6628","-0.4973","15.9000","0.1500","128.4267","23.07719052","113.53022045","45.1562","11.3277","-82.8375","-84.2000","-83.8250","-85.3500","-86.6000","-86.6750","-84.4875","-86.3875","0.5667","0.4895","-2.1279","117.6240","2165.3999","2170.8843","0.9835","0.9793","547.2000","1.6360","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","14.5275","24.9451","0.0000","0.0000","11.5275","2395.2197","465.1895","2511.0000","954.3790","29.0000","7.0000","7.0000","27.0000","26.0000","13.4519","-0.3398","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","192.9694"
"57.100","13.3592","9","-0.0153","-0.0104","-3.4266","89.1802","-2.2954","-0.5033","15.9000","0.1500","92.6270","23.07719044","113.53022224","45.1937","11.3216","-83.0250","-83.7250","-84.4125","-85.8750","-86.4625","-85.8125","-85.7000","-86.1625","0.6328","0.4719","-2.0098","117.6000","2145.3999","2139.8315","0.9887","0.9638","547.2000","1.6360","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","14.0211","25.9579","0.0000","0.0000","11.0211","2391.3157","465.3369","2511.0000","955.0105","29.0000","7.0000","7.0000","27.0000","26.0000","13.4329","-1.3082","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","193.1555"
"57.150","13.4721","9","0.0010","-0.0132","-3.2161","88.4347","0.1500","-0.4822","15.9000","0.1500","1429.3511","23.07719041","113.53022418","45.2328","11.3149","-83.3250","-84.3750","-84.0625","-85.8500","-86.4875","-85.3625","-84.6500","-86.2375","0.6169","0.5513","-2.0181","117.5740","2148.3894","2129.3052","0.9697","0.9604","547.2000","1.6409","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","14.5474","24.9053","0.0000","0.0000","11.5474","2399.2104","465.8632","2511.0000","956.5895","29.0000","7.0000","7.0000","27.0000","26.0000","13.3719","-0.7343","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","193.3417"
"57.200","13.5004","9","0.0074","-0.0198","-3.0518","88.1754","1.1093","-0.4667","15.9000","0.1500","193.6956","23.07719036","113.53022606","45.2427","11.3120","-84.0250","-84.5125","-84.3375","-86.0125","-86.5000","-86.2125","-83.8125","-87.2500","0.5698","0.5669","-2.1172","117.5625","2157.8630","2124.5684","0.9439","0.9604","547.2000","1.6482","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15.0000","24.1474","0.0000","0.0000","12.0000","2405.7053","466.0000","2511.3894","957.7789","29.0000","7.0000","7.0000","27.0000","26.0000","13.2961","0.3815","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","193.5291"
"57.250","13.2605","9","-0.0175","-0.0385","-3.0339","89.4557","-2.6376","-0.4691","15.9000","0.1500","80.0158","23.07719027","113.53022781","45.2297","11.3120","-83.7875","-83.8000","-84.2875","-85.2625","-86.6000","-86.4875","-84.4375","-87.5500","0.6167","0.5813","-2.0850","117.5625","2146.4946","2125.8525","0.9317","0.9604","547.2000","1.6500","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15.0000","25.2000","0.0000","0.0000","12.0000","2403.6001","466.0000","2511.9158","958.8316","29.0000","7.0000","7.0000","27.0000","26.0000","13.2681","-0.2844","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","193.7156"
"57.300","13.0933","9","-0.0288","-0.0495","-2.9873","90.1143","-4.3401","-0.4682","15.9000","0.1500","48.0139","23.07719020","113.53022959","45.2083","11.3125","-83.6875","-84.0750","-84.4000","-84.7625","-86.7250","-85.6000","-81.8750","-88.1125","0.5942","0.5679","-2.1035","117.5625","2132.2842","2127.9580","0.9214","0.9604","547.2000","1.6500","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15.0000","26.0000","0.0000","0.0000","12.0000","2402.6316","466.0000","2511.5579","956.7895","29.0000","7.0000","7.0000","27.0000","26.0000","13.2491","-1.2897","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","193.8992"
"57.350","13.1561","9","0.0026","-0.0363","-2.8495","88.8045","0.4310","-0.4569","15.9000","0.1500","485.8394","23.07719015","113.53023145","45.1432","11.3159","-83.1375","-83.9375","-84.1875","-85.4375","-86.3500","-85.6250","-83.7375","-86.8000","0.5796","0.5537","-2.1357","117.5625","2125.8105","2105.3052","0.9616","0.9756","547.3358","1.6269","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15.0000","26.0000","0.0000","0.0000","12.0000","2405.2632","466.0000","2511.0315","954.1579","29.0000","7.0000","7.0000","27.0000","26.0000","13.2302","-1.2461","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","194.0816"
"57.400","13.1843","9","0.0230","-0.0246","-2.7206","87.8593","3.5283","-0.4450","15.9000","0.1500","59.4716","23.07719011","113.53023330","45.0781","11.3192","-83.4000","-83.8250","-84.0750","-86.2250","-86.8000","-85.7375","-85.3250","-86.8875","0.6182","0.5527","-2.1113","117.5625","2120.2947","2089.0527","1.0008","0.9886","547.4937","1.6001","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","14.8211","26.0000","0.0000","0.0000","12.1789","2409.5054","465.5052","2511.0000","955.4842","29.0000","7.0000","7.0000","27.0000","26.0000","13.2097","-1.1145","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","194.2645"
"57.450","13.1032","9","0.0087","-0.0176","-2.6199","88.0682","1.3254","-0.4313","15.9000","0.1500","157.3449","23.07719005","113.53023510","45.1417","11.3200","-84.0000","-84.4125","-84.0125","-86.5250","-86.1375","-86.5500","-84.7125","-87.1000","0.5872","0.5247","-2.0996","117.5427","2123.9790","2152.2104","1.0163","0.9731","547.5000","1.5990","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","14.2947","26.0000","0.0000","0.0000","12.7053","2416.8738","465.0000","2511.0000","956.9368","29.0000","7.0000","7.0000","27.0000","26.0000","13.1529","-0.4777","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","194.4472"
"57.500","13.0339","9","0.0057","-0.0143","-2.5478","88.4115","0.8898","-0.4254","15.9000","0.1500","233.1397","23.07719001","113.53023688","45.2458","11.3200","-83.6750","-85.5125","-84.6000","-86.1625","-86.1375","-86.1500","-84.2500","-86.8250","0.5439","0.5459","-2.1152","117.5167","2126.7158","2194.9053","1.0281","0.9660","547.5000","1.5990","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","14.2316","26.0000","0.0000","0.0000","13.6947","2428.1790","465.0000","2511.0000","955.3579","29.0000","7.0000","7.0000","27.0000","26.0000","13.0987","0.1746","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","194.6289"
"57.550","13.0023","9","0.0391","-0.0222","-2.5662","89.1803","6.0506","-0.4441","15.9000","0.1500","34.2011","23.07718998","113.53023860","45.3125","11.3188","-83.5625","-84.3000","-83.2000","-86.0625","-86.2875","-86.6000","-85.3875","-87.5000","0.5911","0.5859","-2.0850","117.5094","2125.1370","2144.3789","1.0229","0.9969","547.5000","1.5990","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","14.7579","26.0000","0.0000","0.0000","15.2737","2444.4946","465.0000","2511.0000","954.2211","29.0000","7.0000","7.0000","27.0000","26.0000","13.0608","0.9220","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","194.8099"
"57.600","13.0043","9","0.0655","-0.0297","-2.5625","89.9133","10.1423","-0.4585","15.9120","0.1500","20.4065","23.07718993","113.53024035","45.3125","11.3155","-83.4625","-83.9875","-84.0625","-86.0625","-86.0625","-86.5500","-84.9875","-87.7375","0.6084","0.4824","-2.0586","117.5354","2116.1895","2110.2104","1.0163","1.0019","547.4832","1.6021","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15.2842","26.0000","0.0000","0.0000","16.0000","2453.1370","465.0000","2511.0000","955.8000","29.0000","7.0000","7.0000","27.0000","26.0000","13.0229","0.9367","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","194.9904"
"57.650","13.1130","9","0.0698","-0.0355","-2.4888","90.5328","10.8485","-0.4591","15.9620","0.1500","19.2376","23.07718978","113.53024219","45.3125","11.3121","-84.1875","-85.8000","-85.0750","-85.8625","-85.9000","-85.7000","-85.0625","-87.2000","0.5420","0.4872","-2.1113","117.5615","2088.2947","2118.1052","1.0060","0.9400","547.3779","1.6216","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15.8105","26.0000","0.0000","0.0000","16.0000","2455.2422","465.0000","2511.1262","957.2526","29.0000","7.0000","7.0000","27.0000","26.0000","12.9850","-1.3685","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","195.1715"
"57.700","13.0991","9","0.0693","-0.0389","-2.4836","91.1937","10.8074","-0.4664","16.0000","0.1500","19.2903","23.07718965","113.53024396","45.2750","11.3088","-83.3250","-85.4000","-83.3500","-86.1125","-86.7750","-86.2500","-84.8750","-87.4125","0.5625","0.4924","-2.0781","117.5875","2072.3999","2139.0000","1.0016","0.9428","547.3274","1.6225","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15.3263","26.3368","0.0000","0.0000","15.6632","2453.3052","465.0000","2511.6526","958.3052","29.0000","7.0000","7.0000","27.0000","26.0000","12.9471","-2.9097","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","195.3535"
"57.750","12.6970","9","0.0536","-0.0348","-2.6955","91.9854","8.3998","-0.4945","16.0000","0.1500","24.0577","23.07718956","113.53024555","45.2359","11.3055","-83.6625","-85.1875","-84.4750","-85.8875","-86.6000","-86.5375","-85.6625","-87.0000","0.6157","0.4497","-2.0684","117.6135","2076.0842","2181.1052","1.0067","1.0511","547.4327","1.5703","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","14.2737","26.8632","0.0000","0.0000","15.1368","2449.0947","465.3579","2511.8210","958.4631","29.0000","7.0000","7.0000","27.0000","26.0000","12.9092","-2.9676","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","195.5335"
"57.800","12.4192","9","0.0400","-0.0339","-2.8852","92.7377","6.3015","-0.5227","16.0000","0.1500","31.3669","23.07718948","113.53024716","45.1896","11.3096","-83.7125","-85.0875","-84.2250","-85.8625","-86.3000","-86.7625","-85.0750","-87.6750","0.5684","0.4519","-2.0840","117.6104","2079.7683","2162.3264","0.9921","1.0703","547.5000","1.5370","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","14.0000","26.6105","0.0000","0.0000","15.0000","2447.2209","466.4105","2511.2947","956.8842","29.0000","7.0000","7.0000","27.0000","26.0000","12.8797","-2.9421","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","195.7087"
"57.850","12.5347","9","0.0327","-0.0431","-3.0043","93.3649","5.1827","-0.5514","16.0000","0.1500","38.4926","23.07718939","113.53024885","45.1375","11.3196","-83.2875","-85.1125","-83.4125","-85.5750","-86.3000","-86.0625","-84.9250","-87.7250","0.5615","0.4504","-2.0537","117.5844","2083.4526","2077.5894","0.9560","0.9929","547.5000","1.5370","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","14.0000","26.0842","0.0000","0.0000","15.0000","2446.1685","466.7684","2511.0000","956.0000","29.0000","7.0000","7.0000","27.0000","26.0000","12.8607","-2.8105","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","195.8817"
"57.900","12.6017","9","0.0146","-0.0463","-3.0449","93.0703","2.3015","-0.5703","16.0000","0.1500","87.1428","23.07718932","113.53025055","45.1000","11.3269","-83.6375","-85.3250","-84.9500","-85.9500","-86.0625","-86.5250","-84.9375","-87.1375","0.6221","0.4900","-2.0312","117.5667","2075.2317","2030.4000","0.9408","0.9484","547.5000","1.5370","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","14.4421","26.4421","0.0000","0.0000","15.0000","2445.1157","466.2421","2511.0000","956.0000","29.0000","7.0000","7.0000","27.0000","26.0000","12.8213","-2.3720","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","196.0561"
"57.950","12.5148","9","-0.0381","-0.0304","-2.8374","89.8566","-6.1607","-0.5584","16.0000","0.1500","32.3307","23.07718933","113.53025226","45.1391","11.3203","-82.6000","-85.7250","-84.7250","-84.9125","-87.2000","-86.1875","-84.3875","-87.0500","0.6262","0.5190","-2.0488","117.5927","2058.3894","2010.4000","0.9408","0.9278","547.5000","1.5370","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","14.9684","26.9684","0.0000","0.0000","15.0000","2444.0632","465.7158","2511.0000","956.5684","29.0000","7.0000","7.0000","27.0000","26.0000","12.7645","-1.6720","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","196.2306"
"58.000","12.4551","9","-0.0814","-0.0166","-2.7210","87.8283","-13.1455","-0.5571","16.0000","0.1500","15.0797","23.07718932","113.53025396","45.1781","11.3136","-83.7625","-86.0125","-84.4125","-86.0750","-87.2500","-86.7125","-87.6500","-87.3125","0.5825","0.4888","-2.0605","117.6188","2049.7791","2048.7368","0.9724","0.9282","547.5000","1.5343","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","15.4947","26.5053","0.0000","0.0000","14.5053","2434.1052","465.1895","2511.0000","957.6210","29.0000","7.0000","7.0000","27.0000","26.0000","12.7319","-1.7973","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","196.4041"
